title,price_mln_MNT,flooring_material,number_of_balcony,year_of_commissioning,garage,window_type,number_of_storeys,door_type,area_sq_m,apartment_storey,leasing,district,number_of_windows,location,construction_progress
Elizabeth хотхон,306.0,Паркет,1.0,2018.0,Байхгүй,Вакум,16.0,Бүргэд,87.0,15.0,Лизинггүй,Баянзүрх,4.0,Бусад,Ашиглалтад орсон
Халдвартын урд эрх чөлөө хотхонд гал тогоо тусдаа 2 өрөө байр,160.0,Паркет,2.0,2009.0,Байхгүй,Вакум,12.0,Бүргэд,58.5,5.0,Лизинггүй,Баянзүрх,4.0,Бусад,Ашиглалтад орсон
"Hud yarmag 58.6m2, 2 uruu bair",2.8,Паркет,1.0,2023.0,Байхгүй,Вакум,9.0,Бүргэд,58.6,5.0,Лизинггүй,Хан-Уул,4.0,Яармаг,Ашиглалтад орсон
Санто смарт хотхонд 3 өрөө орон сууц,468.0,Паркет,2.0,2018.0,Байхгүй,Вакум,15.0,Бүргэд,119.9,13.0,Лизинггүй,Баянзүрх,4.0,Олимп хотхон,Ашиглалтад орсон
10р хороололд 160м2 5+ өрөө,320.0,Ламинат,0.0,1990.0,Байхгүй,Вакум,9.0,Төмөр,160.0,1.0,Лизинггүй,Баянгол,4.0,10-р хороолол,Ашиглалтад орсон
Гранд плаза-с урагшаа 214а байранд 4 өрөө,405.0,Паркет,1.0,2020.0,Байгаа,Вакум,16.0,Бүргэд,119.09,14.0,Банкны лизингтэй,Баянгол,7.0,Төмөр зам,Ашиглалтад орсон
Натурт 2 өрөө 72м2,172.0,Паркет,1.0,2014.0,Байхгүй,Вакум,6.0,Төмөр,72.0,5.0,Лизинггүй,Баянзүрх,3.0,13-р хороолол,Ашиглалтад орсон
"Энканто таун 2-т 71,11м2 3 өрөө",330.0,Паркет,1.0,2017.0,Байхгүй,Вакум,15.0,Бүргэд,71.11,15.0,Банкны лизингтэй,Баянзүрх,2.0,Бусад,Ашиглалтад орсон
"25 эмийн сан, к4 хотхонд 2 өрөө орон сууц",174.8,Паркет,1.0,2022.0,Байгаа,Вакум,17.0,Бүргэд,46.0,15.0,Банкны лизингтэй,Баянгол,3.0,25-р эмийн сан,Ашиглалтад орсон
2 өрөө байр,118.0,Паркет,1.0,2022.0,Байхгүй,Вакум,7.0,Бүргэд,40.17,6.0,Банкны лизингтэй,Хан-Уул,2.0,Яармаг,Ашиглалтад орсон
Хөх сувд 3 хотхонд 2 өрөө,109.5,Паркет,1.0,2023.0,Байхгүй,Вакум,16.0,Бүргэд,43.0,5.0,Хувь лизингтэй,Баянгол,2.0,"3, 4 хороолол",Ашиглалтад ороогүй
25 эмийн сангаас хойш зам дагуу байрлах к4 хотхонд 2 өрөө орон сууц,215.0,Паркет,1.0,2022.0,Байгаа,Вакум,17.0,Бүргэд,56.46,15.0,Банкны лизингтэй,Баянгол,3.0,25-р эмийн сан,Ашиглалтад орсон
"Бзд, 26 хороо, чухаг-2 хотхонд 4 өрөө",399.0,Паркет,1.0,2018.0,Байхгүй,Вакум,16.0,Бүргэд,124.41,9.0,Банкны лизингтэй,Баянзүрх,4.0,Бусад,Ашиглалтад орсон
Бзд өгөөмөр хотхонд 85мкв 3н өрөө байр,195.0,Паркет,2.0,2021.0,Байхгүй,Вакум,13.0,Бүргэд,85.0,12.0,Лизинггүй,Баянзүрх,5.0,13-р хороолол,Ашиглалтад орсон
"Бзд, 26 хороо, элизабет хотхонд 3 өрөө",348.0,Паркет,2.0,2021.0,Байгаа,Вакум,16.0,Бүргэд,105.48,7.0,Хувь лизингтэй,Баянзүрх,4.0,Баянмонгол хороолол,Ашиглалтад орсон
Хоймор өргөө хотхонд 2 өрөө,73.4,Паркет,1.0,2023.0,Байгаа,Вакум,12.0,Бүргэд,41.0,10.0,Хувь лизингтэй,Баянзүрх,2.0,Амгалан,Ашиглалтад ороогүй
"19 хороолол, морьтон хотхонд 3 өрөө",290.0,Паркет,2.0,2017.0,Байхгүй,Вакум,10.0,Бүргэд,74.65,9.0,Банкны лизингтэй,Хан-Уул,4.0,19-р хороолол,Ашиглалтад орсон
Санто смарт хотхонд 98.6мкв 3 өрөө орон сууц хупалдана,404.26,Паркет,1.0,2018.0,Байгаа,Вакум,15.0,Бүргэд,98.6,11.0,Банкны лизингтэй,Баянзүрх,4.0,Баянмонгол хороолол,Ашиглалтад орсон
Koyo town 52.37 m2 2 uruu,150.0,Паркет,1.0,2023.0,Байхгүй,Вакум,16.0,Бүргэд,52.37,2.0,Лизинггүй,Хан-Уул,2.0,Бусад,Ашиглалтад ороогүй
Park view хотхонд 4 өрөө орон сууц,525.37,Паркет,1.0,2019.0,Байхгүй,Вакум,16.0,Бүргэд,111.78,14.0,Банкны лизингтэй,Баянзүрх,4.0,Бусад,Ашиглалтад орсон
Цагаанхуаран хотхон 4р ээлж,2.7,Паркет,1.0,2023.0,Байгаа,Вакум,16.0,Бүргэд,42.31,3.0,Хувь лизингтэй,Баянзүрх,2.0,Бусад,Ашиглалтад ороогүй
Modun town хотхонд 2 өрөө орон сууц,258.0,Паркет,1.0,2019.0,Байхгүй,Вакум,16.0,Бүргэд,49.36,13.0,Банкны лизингтэй,Хан-Уул,2.0,River Garden,Ашиглалтад орсон
"Santo life 3 өрөө 77,4м2",4.5,Паркет,1.0,2023.0,Байхгүй,Төмөр вакум,23.0,Төмөр,77.4,12.0,Лизинггүй,Баянзүрх,3.0,Бусад,Ашиглалтад ороогүй
Rich apartment хотхонд орон сууц 49м2 2 өрөө байр,125.0,Паркет,1.0,2017.0,Байхгүй,Вакум,12.0,Бүргэд,48.9,6.0,Банкны лизингтэй,Баянгол,3.0,Алтай хотхон,Ашиглалтад орсон
"Бзд кино үйлдвэр 56,64мкв 2-өрөө",142.0,Паркет,1.0,2015.0,Байгаа,Вакум,16.0,Төмөр,56.64,3.0,Банкны лизингтэй,Баянзүрх,1.0,Бусад,Ашиглалтад орсон
Жуковын хөшөөний зүүн талд 2 өрөө,140.0,Паркет,1.0,2015.0,Байгаа,Вакум,9.0,Бүргэд,48.66,3.0,Банкны лизингтэй,Баянзүрх,3.0,Зүүн 4 зам,Ашиглалтад орсон
Баянмонгол хороололд 2 өрөө байр,220.0,Паркет,1.0,2009.0,Байхгүй,Вакум,10.0,Бүргэд,68.8,3.0,Лизинггүй,Баянзүрх,3.0,Баянмонгол хороолол,Ашиглалтад орсон
Шинэ гэмтэлд 2 өрөө байр,85.0,Паркет,1.0,2010.0,Байхгүй,Вакум,5.0,Бүргэд,33.61,5.0,Лизинггүй,Баянгол,2.0,"3, 4 хороолол",Ашиглалтад орсон
Яармагийн artsatluxuryresidence хотхонд 2 өрөө,2.5,Паркет,1.0,2022.0,Байхгүй,Вакум,14.0,Бүргэд,74.0,14.0,Лизинггүй,Баянзүрх,3.0,Яармаг,Ашиглалтад орсон
Өгөөмөр хотхонд 85мкв 3н өрөө байр,199.0,Паркет,2.0,2020.0,Байхгүй,Вакум,12.0,Бүргэд,85.0,11.0,Лизинггүй,Баянзүрх,4.0,Өгөөмөр захын зүүн,Ашиглалтад орсон
Шинэ яармаг цогцолбор хороололд гал тогоо тусдаа 2 өрөө,195.84,Паркет,1.0,2022.0,Байхгүй,Вакум,16.0,Бүргэд,54.0,14.0,Лизинггүй,Хан-Уул,4.0,Яармаг,Ашиглалтад орсон
Арцат өргөө апартмент 2өрөө,127.92,Паркет,1.0,2022.0,Байхгүй,Вакум,12.0,Бүргэд,53.0,5.0,Хувь лизингтэй,Хан-Уул,3.0,Бусад,Ашиглалтад ороогүй
"Яармаг, garden city 2 хотхонд 4 өрөө",521.0,Паркет,2.0,2022.0,Байгаа,Вакум,16.0,Бүргэд,130.0,2.0,Лизинггүй,Хан-Уул,8.0,Яармаг,Ашиглалтад орсон
Оргил стар хотхонд 3 өрөө орон сууц,394.0,Паркет,1.0,2014.0,Байхгүй,Вакум,10.0,Бүргэд,119.6,6.0,Лизинггүй,Хан-Уул,3.0,Зайсан,Ашиглалтад орсон
Vega city цогцолбор хотхонд 4 өрөө,960.0,Паркет,2.0,2023.0,Байгаа,Вакум,16.0,Бүргэд,140.5,7.0,Лизинггүй,Хан-Уул,5.0,Бусад,Ашиглалтад ороогүй
Солонгос элчингийн хажууд global town б блокт3 өрөө,389.0,Паркет,1.0,2023.0,Байхгүй,Вакум,22.0,Бүргэд,86.41,12.0,Лизинггүй,Хан-Уул,4.0,120 мянгат,Ашиглалтад ороогүй
11 r horoolold 2 uruu bair,118.0,Ламинат,1.0,2018.0,Байхгүй,Вакум,16.0,Бүргэд,33.0,15.0,Лизинггүй,Сүхбаатар,2.0,11-р хороолол,Ашиглалтад орсон
2 өрөө,120.0,Паркет,1.0,2014.0,Байхгүй,Вакум,16.0,Бүргэд,47.0,12.0,Банкны лизингтэй,Баянзүрх,2.0,Бусад,Ашиглалтад орсон
Golden buddha хотхонд 2 өрөө байр,410.5,Паркет,0.0,2020.0,Байхгүй,Вакум,16.0,Бүргэд,77.0,11.0,Лизинггүй,Хан-Уул,2.0,Зайсан,Ашиглалтад орсон
"Хорооллын эцэст, говь сауны урд сургууль цэцэрлэгийн хажууд 2 өрөө байр",142.3,Паркет,1.0,2014.0,Байхгүй,Вакум,6.0,Бүргэд,53.0,2.0,Лизинггүй,Баянгол,3.0,"3, 4 хороолол",Ашиглалтад орсон
Дээдсийн өргөө хотхонд 2 өрөө,118.0,Паркет,1.0,2022.0,Байхгүй,Вакум,16.0,Бүргэд,42.0,12.0,Лизинггүй,Хан-Уул,2.0,Яармаг,Ашиглалтад орсон
Кино үйлдвэрт 2 өрөө,2.55,Паркет,0.0,2022.0,Байхгүй,Вакум,12.0,Бүргэд,65.0,12.0,Лизинггүй,Баянзүрх,2.0,15-р хороолол,Ашиглалтад орсон
Налайх дүүрэгт 1өрөө байр,75.5,Паркет,1.0,2022.0,Байгаа,Вакум,6.0,Бүргэд,29.05,3.0,Лизинггүй,Налайх,2.0,Бусад,Ашиглалтад орсон
Яармаг ирээдүйн билэгт 35.7мк 1-өрөө байр,2.5,Паркет,1.0,2023.0,Байхгүй,Вакум,16.0,Вакум,35.7,8.0,Лизинггүй,Хан-Уул,2.0,Яармаг,Ашиглалтад ороогүй
Нисэх шүрт хотхонд 2 өрөө,117.8,Паркет,1.0,2021.0,Байхгүй,Вакум,12.0,Бүргэд,54.0,2.0,Лизинггүй,Хан-Уул,2.0,Нисэх,Ашиглалтад орсон
1 өрөө орон сууц,70.0,Паркет,1.0,2015.0,Байхгүй,Вакум,12.0,Бүргэд,31.0,10.0,Банкны лизингтэй,Баянзүрх,1.0,Офицер,Ашиглалтад орсон
Sunset хотхонд 2 өрөө орон сууц,138.0,Паркет,0.0,2022.0,Байхгүй,Вакум,7.0,Бүргэд,46.29,4.0,Лизинггүй,Хан-Уул,2.0,Яармаг,Ашиглалтад орсон
ХУД Нүхтэд 2 өрөө 64м2,205.0,Паркет,1.0,2021.0,Байхгүй,Вакум,6.0,Бүргэд,64.0,3.0,Лизинггүй,Хан-Уул,3.0,Яармаг,Ашиглалтад орсон
Дөлгөөн нуурт 2 өрөө байр 45.48 мкв,136.44,Паркет,2.0,2023.0,Байхгүй,Вакум,16.0,Бүргэд,45.48,9.0,Лизинггүй,Сүхбаатар,2.0,Дөлгөөн нуур,Ашиглалтад орсон
Хороололд 1 өрөө байр,79.0,Паркет,0.0,2017.0,Байхгүй,Вакум,7.0,Бүргэд,28.0,6.0,Лизинггүй,Баянгол,1.0,"3, 4 хороолол",Ашиглалтад орсон
"21-р хорооллын орчлон 2 хотхонд 2 р улиралд ашиглалтанд орох 73,7 мкв 3 өрөө",177.0,Паркет,1.0,2023.0,Байхгүй,Вакум,6.0,Бүргэд,74.0,5.0,Лизинггүй,Сонгино Хайрхан,5.0,21-р хороолол,Ашиглалтад ороогүй
Нарт хотхон 2өрөө байр,135.0,Паркет,1.0,2016.0,Байхгүй,Вакум,10.0,Бүргэд,49.0,6.0,Банкны лизингтэй,Баянзүрх,3.0,14-р хороолол,Ашиглалтад орсон
1 давхрын 25м2 байр,3.2,Паркет,0.0,2023.0,Байхгүй,Вакум,1.0,Бүргэд,25.64,1.0,Лизинггүй,Баянзүрх,1.0,Бусад,Ашиглалтад орсон
Hunnu 2222 2р улиралд ашиглалтанд орох 79.35мкв 3 өрөө байр,4.8,Паркет,1.0,2023.0,Байгаа,Вакум,25.0,Төмөр,79.35,24.0,Лизинггүй,Хан-Уул,4.0,Хүннү,Ашиглалтад ороогүй
Misheel residence - мишээл резидэнс 135.59мкв 4 өрөө,3.79,Паркет,1.0,2023.0,Байгаа,Вакум,16.0,Төмөр,135.59,11.0,Лизинггүй,Хан-Уул,5.0,Мишээл,Ашиглалтад ороогүй
Худ 1 хороо гал тогоо тусдаа 2 өрөө 55м2,185.0,Ламинат,1.0,2000.0,Байхгүй,Вакум,6.0,Бүргэд,55.0,4.0,Лизинггүй,Хан-Уул,3.0,120 мянгат,Ашиглалтад орсон
Хорооллын эцэст 1 өрөө байр,99.0,Паркет,1.0,2013.0,Байхгүй,Вакум,8.0,Бүргэд,36.0,4.0,Лизинггүй,Баянгол,2.0,"3, 4 хороолол",Ашиглалтад орсон
"Яармагт богд вилла хотхонд 67,84мкв 3 өрөө байр",203.0,Паркет,1.0,2021.0,Байгаа,Вакум,16.0,Төмөр,67.84,2.0,Лизинггүй,Хан-Уул,4.0,Яармаг,Ашиглалтад орсон
Хотын төв дөлгөөн нуурт 2 өрөө,132.0,Паркет,1.0,2023.0,Байхгүй,Вакум,16.0,Бүргэд,45.48,6.0,Лизинггүй,Сүхбаатар,2.0,Дөлгөөн нуур,Ашиглалтад орсон
Цэцэрлэгт хүрээлэнгийн ард park view хотхонд 111 мкв 4 өрөө байр,4.5,Паркет,0.0,2020.0,Байгаа,Вакум,16.0,Төмөр,111.0,14.0,Лизинггүй,Баянзүрх,4.0,Бусад,Ашиглалтад орсон
Хан-уул имартын баруун талд alpha zone хотхонд 67мкв 2 өрөө,4.9,Паркет,1.0,2023.0,Байгаа,Вакум,23.0,Төмөр,66.74,3.0,Лизинггүй,Хан-Уул,3.0,Хүннү,Ашиглалтад ороогүй
Буянт ухаа 1 хороололд 52 м.кв 2 өрө,120.0,Паркет,1.0,2014.0,Байгаа,Вакум,9.0,Бүргэд,52.0,9.0,Лизинггүй,Хан-Уул,2.0,Нисэх,
"Орбит, нефтийн байранд 2 өрөө",68.0,Паркет,0.0,1990.0,Байхгүй,Вакум,4.0,Бүргэд,30.0,2.0,Лизинггүй,Сонгино Хайрхан,2.0,Орбит,
"Тарвалин хийд, поларис апартмент-д 3 өрөө байр",185.5,Паркет,2.0,2020.0,Байхгүй,Вакум,16.0,Бүргэд,67.0,1.0,Лизинггүй,Баянзүрх,3.0,15-р хороолол,Ашиглалтад орсон
Баянбүрд 51.35м2 2 өрөө байр зарна цоо шинэ,143.78,Паркет,1.0,2023.0,Байхгүй,Вакум,16.0,Бүргэд,51.0,16.0,Лизинггүй,Сүхбаатар,2.0,Баянбүрд,Ашиглалтад орсон
Яармагт garden city-д 3 өрөө 73m2 байр,4.2,Паркет,0.0,2023.0,Байгаа,Вакум,5.0,Бүргэд,73.0,1.0,Лизинггүй,Хан-Уул,4.0,Яармаг,Ашиглалтад орсон
Цэцэрлэгт хүрээдэнгийн хойно байрлах park villa хотхонд 4 өрөө байр 122м2,660.0,Паркет,1.0,2020.0,Байгаа,Вакум,16.0,Бүргэд,122.0,9.0,Лизинггүй,Баянзүрх,5.0,Sunrise,Ашиглалтад орсон
United apartment 4 өрөө орон сууц,5.4,Паркет,2.0,2016.0,Байхгүй,Вакум,12.0,Бүргэд,130.0,8.0,Банкны лизингтэй,Сүхбаатар,6.0,13-р хороолол,Ашиглалтад орсон
"Бзд, монгол хотхонд 2 өрөө байр",152.0,Паркет,1.0,2018.0,Байхгүй,Вакум,12.0,Бүргэд,65.0,2.0,Банкны лизингтэй,Баянзүрх,4.0,16-р хороолол,Ашиглалтад орсон
